CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
05-01-0290-46,05-033,ESCUINTLA,ESCUINTLA,LICEO FUENTE DE VIDA,5TA CALLE 3-33 ZONA 1,40771935,REMY ARTURO SINAY GUDIEL,DIOGENES BAUDILIO FIGUEROA CRUZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0292-46,05-033,ESCUINTLA,ESCUINTLA,LICEO JUVENIL LA PATRIA,2A. AVENIDA A 2-15 ZONA 2 COLONIA FERROCARRILERO,78897674,REMY ARTURO SINAY GUDIEL,CLAUDIA SUSETH YANES SOLARES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
05-01-0293-46,05-033,ESCUINTLA,ESCUINTLA,LICEO JUVENIL LA PATRIA,2A. AVENIDA A 2-15 ZONA 2 COLONIA EL FERROCARRILERO,78897674,REMY ARTURO SINAY GUDIEL,CLAUDIA SUSETH YANES SOLARES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0296-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO IZCUINTLAN,"3RA A AVENIDA ""A"" 1-92 ZONA 1",59226836,REMY ARTURO SINAY GUDIEL,RUTH LORENA AREVALO OSORIO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0299-46,05-033,ESCUINTLA,ESCUINTLA,"CENTRO EDUCATIVO Y FORMACION HUMANA ""DE MARÍA""","3A AVENIDA ""A"" 4-48 ZONA 1",42065584,REMY ARTURO SINAY GUDIEL,ERICK IVAN RIVERA MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA
05-01-0303-46,05-033,ESCUINTLA,ESCUINTLA,LICEO EDUCATIVO TÉCNICO EVANGÉLICO,1RA. AVENIDA 6-08 ZONA 4,78899679,REMY ARTURO SINAY GUDIEL,SILVIA HONESTINA HURTARTE RECINOS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),ESCUINTLA
05-01-0307-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO COMERCIAL DE CÓMPUTOS AVANZADOS,4A. AVENIDA  15-94 SUR FINAL,78898958,REMY ARTURO SINAY GUDIEL,NILDA JANETHE IBARRA BARRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
05-01-0308-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO BILINGÜE JARDÍN AMERICANO,"3A CALLE SECTOR B LOTE 21, COLONIA JACARANDAS 1, ZONA 3",78898449,REMY ARTURO SINAY GUDIEL,CLAUDIA ARGENTINA JIMÉNEZ PRADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
05-01-0309-46,05-033,ESCUINTLA,ESCUINTLA,"LICEO PREUNIVERSITARIO ""CIENCIA Y TECNOLOGÍA""",6TA. AVE. 2-52 ZONA 1,51230832,REMY ARTURO SINAY GUDIEL,SILVIA YANIRA MELENDEZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0310-46,05-033,ESCUINTLA,ESCUINTLA,"LICEO PREUNIVERSITARIO ""CIENCIA Y TECNOLOGÍA""",6TA. AVE. 2-52 ZONA 1,51230832,REMY ARTURO SINAY GUDIEL,SILVIA YANIRA MELENDEZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
05-01-0311-46,05-033,ESCUINTLA,ESCUINTLA,"LICEO PREUNIVERSITARIO ""CIENCIA Y TECNOLOGÍA""",6TA. AVE. 2-52 ZONA 1,41490442,REMY ARTURO SINAY GUDIEL,LILY BEATRIZ ORELLANA SARCEÑO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0312-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCATIVO CON COMPUTACIÓN EL QUETZAL,"3A. CALLE 3-95 ZONA 2, COLONIA EL QUETZAL",78881070,REMY ARTURO SINAY GUDIEL,MARIANELA  ECHEVERRÍA TRIGUEROS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
05-01-0314-46,05-033,ESCUINTLA,ESCUINTLA,"LICEO MIXTO EDUCATIVO DE FORMACIÓN INTEGRAL ""LIMEFI""","3A. AVENIDA ""A"" 1-92 ZONA 1",35368700,REMY ARTURO SINAY GUDIEL,RUTH LORENA AREVALO OSORIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA
05-01-0315-46,05-033,ESCUINTLA,ESCUINTLA,"LICEO MIXTO EDUCATIVO DE FORMACIÓN INTEGRAL ""LIMEFI""","3A. AVENIDA ""A"" 1-92 ZONA 1",59226836,REMY ARTURO SINAY GUDIEL,RUTH LORENA AREVALO OSORIO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0317-46,05-033,ESCUINTLA,ESCUINTLA,"LICEO MIXTO EDUCATIVO DE FORMACIÓN INTEGRAL ""LIMEFI""","3A. AVENIDA ""A"" 1-92 ZONA 1",35368700,REMY ARTURO SINAY GUDIEL,RUTH LORENA AREVALO OSORIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0320-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO PARTICULAR MIXTO  DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,4TA .AV.SUR 15-20 ZONA 4,78895255,REMY ARTURO SINAY GUDIEL,SALOMON  ALVAREZ ANDRADE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0321-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO CARROUSEL,25 CALLE 0-09 ZONA 5 COLONIA CAÑAVERAL IV,52087048,REMY ARTURO SINAY GUDIEL,SANDRA EUGENIA MENDIZABAL VALDEZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0323-46,05-033,ESCUINTLA,ESCUINTLA,LICEO ESPAÑOL AMERICANO,1RA AVENIDA  0-06 ZONA 4 COLONIA LOS NARANJALES,78897037,REMY ARTURO SINAY GUDIEL,YARISA RUBY SAMAYOA BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0325-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCACIONAL GUATEMALTECO DEL SUR,3A AVENIDA 5-52 ZONA 1,78894544,REMY ARTURO SINAY GUDIEL,NIDIA AMARILIS GALVEZ CHAVEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0327-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO SANTIAGO DE LOS CABALLEROS DE GUATEMALA,2A. AVENIDA. 10-98 ZONA 1,78898751,REMY ARTURO SINAY GUDIEL,SILVIA ELENA RUIZ THEISSEN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0328-46,05-033,ESCUINTLA,ESCUINTLA,"INSTITUTO NACIONAL DE BACHILLERATO POR MADUREZ ""SALOMÓN ALVAREZ ANDRADE",4TA. AV. 15-20 ZONA 4,58747825,REMY ARTURO SINAY GUDIEL,THELMA COLOMBINA TRUJILLO SUAZO,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ESCUINTLA
05-01-0330-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO TÉCNICO CIENCIAS INDUSTRIALES,"2DA. CALLE 3-28, ZONA 1",78898879,REMY ARTURO SINAY GUDIEL,MAYRON USIEL LOAIZA GARCIA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0332-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO TECNOLÓGICO MODERNO,MANZANA 34 LOTE 412 ZONA 03 COLONIA EL MANGO,54547864,REMY ARTURO SINAY GUDIEL,NARDA ALEIDA RODRIGUEZ LEMUS,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0336-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO INTERNACIONAL FUTURE LEARNING CENTER FLC,KM. 60 LA FELICIDAD SALIDA A PUERTO SAN JOSÉ,47691929,REMY ARTURO SINAY GUDIEL,JESSICA JEANNETTE SAGASTUME HICKS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0338-46,05-033,ESCUINTLA,ESCUINTLA,CORPORACIÓN DEL LICEO EDUCATIVO TÉCNICO EVANGÉLICO SOCIEDAD ANÓNIMA,1A AVENIDA 5-80 ZONA 4,78899679,REMY ARTURO SINAY GUDIEL,IRMA MARÍA BARRIOS Y BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
05-01-0339-46,05-033,ESCUINTLA,ESCUINTLA,CORPORACIÓN DEL LICEO EDUCATIVO TÉCNICO EVANGÉLICO SOCIEDAD ANONIMA,1A AVENIDA 5-80 ZONA 4,78899679,REMY ARTURO SINAY GUDIEL,HERBERT VINICIO CUEVAS HURTARTE,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),ESCUINTLA
05-01-0340-46,05-033,ESCUINTLA,ESCUINTLA,CORPORACIÓN DEL LICEO EDUCATIVO TÉCNICO EVANGÉLICO SOCIEDAD ANÓNIMA,1A AVENIDA 5-80 ZONA 4,78899679,REMY ARTURO SINAY GUDIEL,HERBERT VINICIO CUEVAS HURTARTE,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0342-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO HISPANO-AMÉRICANO HACIENDA VERDE,"2DO. CALLEJÓN, 2DA CALLE, GRANJA NO. 2 CANTÓN LOS VOLADORES ZONA 3",40133449,REMY ARTURO SINAY GUDIEL,EVELYN SUSANA TRABANINO RODAS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
05-01-0343-46,05-033,ESCUINTLA,ESCUINTLA,"COLEGIO MIXTO EVANGÉLICO CON COMPUTACIÓN ""NAZARETH""",12 CALLE 2-86 ZONA 1,78890060,REMY ARTURO SINAY GUDIEL,SANDRA JEANETTE GARCÍA SÁNCHEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA
05-01-0344-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO PRIVADO CULTURAL INFORMÁTICO Y CIENTÍFICO IPCIC,3A. CALLE 2-23 ZONA 2 COLONIA EL FERROCARRILERO,41862567,REMY ARTURO SINAY GUDIEL,EDNA TOMASITA HERINCX RUIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
05-01-0347-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCATIVO GRATIA,"CALLEJÓN PUENTE DE PALO. GRANJA SAN JOSÉ, CANTÓN PUENTE DE PALO",33674187,REMY ARTURO SINAY GUDIEL,MARÍA DEL ROSARIO REYES OLIVA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
05-01-0348-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,4TA. AVENIDA 15-20 ZONA 4,78895255,REMY ARTURO SINAY GUDIEL,SALOMON  ALVAREZ ANDRADE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0350-46,05-033,ESCUINTLA,ESCUINTLA,LICEO EVANGÉLICO EL EDEN,6 AVENIDA 13-86 ZONA 1,41261831,REMY ARTURO SINAY GUDIEL,SANDRA JUDITH COLLADO SOLARES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0357-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO DE EDUCACIÓN BÁSICA PRIVADA SANTA MARÍA DE GUADALUPE,FINCA CONCEPCIÓN,79689030,REMY ARTURO SINAY GUDIEL,SUZETH JOAJANA JEREZ HERNANDEZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
05-01-0359-46,05-033,ESCUINTLA,ESCUINTLA,"CENTRO EDUCATIVO Y FORMACIÓN HUMANA ""DE MARÍA""","3A. CALLE ""A"" 1-43 ZONA 1",42065584,REMY ARTURO SINAY GUDIEL,ERICK IVAN RIVERA MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ESCUINTLA
05-01-0360-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCATIVO CAMPUS SUR,1A. AVENIDA CASA NO. 1 ZONA 4 COLONIA LA INDUSTRIA,77254989,REMY ARTURO SINAY GUDIEL,EVELYN SAMANTHA PÉREZ ROSAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
05-01-0361-46,05-033,ESCUINTLA,ESCUINTLA,"CENTRO EDUCATIVO ""CAMPUS SUR""",1A. AVENIDA CASA NO.1 ZONA 4 COLONIA LA INDUSTRIA,59499874,REMY ARTURO SINAY GUDIEL,MACARIO DEL CID MORALES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
05-01-0363-46,05-033,ESCUINTLA,ESCUINTLA,"INSTITUTO OFICIAL MIXTO DE EDUCACIÓN Y BACHILLERATO POR MADUREZ ""PALMERAS""",KM. 68.5 CARRETERA A TAXISCO,54953504,REMY ARTURO SINAY GUDIEL,LUDDIN FEDERICO ALVAREZ DUARTE,DIVERSIFICADO,OFICIAL,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
05-01-0364-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO TÉCNICO DE CAPACITACIÓN Y PRODUCTIVIDAD INTECAP,4A. CALLE Y 16 AVENIDA ZONA 5 COLONIA HUNAPÚ,77903232,REMY ARTURO SINAY GUDIEL,DANIEL EDMUNDO ARREAZA NAVAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ESCUINTLA
05-01-0368-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO COMERCIAL DE COMPUTOS AVANZADOS,4A AVENIDA 15-94 SUR FINAL,78898958,REMY ARTURO SINAY GUDIEL,NILDA JANETHE IBARRA BARRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0369-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCATIVO EL BOSQUE,1A. CALLE A 4-52 ZONA 2 COLONIA EL QUETZAL,56932945,REMY ARTURO SINAY GUDIEL,EMILSA NOEMÍ GARCÍA FUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0374-46,05-033,ESCUINTLA,ESCUINTLA,"INSTITUTO MIXTO PARTICULAR DE EDUCACIÓN BÁSICA Y DIVERSIFICADA ""ALMA LIBERTAD PÉREZ MARTÍNEZ""",4TA. AVENIDA 22-04 ZONA 5 COLONIA CAÑAVERAL 1 ESCUELA OFICIAL RURAL MIXTA GONZALO ADOLFO SANTIZO,58342002,REMY ARTURO SINAY GUDIEL,SANDRA YANETH DÁVILA MENDOZA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0377-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO ESCOLAR NUESTRA SEÑORA DE CONCEPCIÓN.,KM 59 CARRETERA A SANTA LUCÍA COTZUMALGUAPA.,78881194,REMY ARTURO SINAY GUDIEL,SANTOS  PASTOR TZITA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),ESCUINTLA
05-01-0381-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO INTEGRAL HISPANOAMERICANO JUNIOR,9A. AVENIDA 6A. CALLE LOTE NO. 9 ZONA 3 LOTIFICACIÓN PREMIER,58559720,REMY ARTURO SINAY GUDIEL,MARITZA  COLLADO SOLARES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA
05-01-0382-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO INTEGRAL HISPANOAMERICANO JUNIOR,9A. AVENIDA 6A. CALLE ZONA 3 LOTIFICACIÓN PREMIER,58559720,REMY ARTURO SINAY GUDIEL,MARITZA  COLLADO SOLARES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ESCUINTLA
05-01-0384-46,05-033,ESCUINTLA,ESCUINTLA,"CENTRO EDUCATIVO ""JAVIER CAST""",6TA. AVENIDA 0-82 ZONA 4 COLONIA LOS NARANJALES,56304877,REMY ARTURO SINAY GUDIEL,INGRID EMILIA MORALES GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0387-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO CRISTIANO MONTE MORIAH,2DA. AVENIDA 3-80 ZONA 3 COLONIA AGUAS VIVAS,77254128,REMY ARTURO SINAY GUDIEL,MELY NOHEMÍ MEJÍA CASTILLO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
05-01-0388-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO LICEO NUEVA VISIÓN SAN GABRIEL,"CALLE PRINCIPAL LOTE 44, ZONA 0",47174315,REMY ARTURO SINAY GUDIEL,FLORENCIA  RODRIGUEZ RAMIREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA
05-01-0392-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCATIVO APRENDER PARA CRECER,"1A AVENIDA Y 5A CALLE, ZONA 3 COLONIA ROSALINDA INSTALACIONES QUE OCUPA LA EORM JM COLONIA ROSALINDA.",49373081,REMY ARTURO SINAY GUDIEL,MILDRED AZUCENA PACHECO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0397-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO HISPANO-AMERICANO HACIENDA VERDE,2O CALLEJÓN Y 2A CALLE GRANJA NO. 2 CANTÓN LOS VOLADORES ZONA 3,40133449,REMY ARTURO SINAY GUDIEL,EVELYN SUSANA TRABANINO RODAS,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0399-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO BILINGÜE JARDÍN AMERICANO,"3A CALLE SECTOR B, LOTE 21 JACARANDAS 1, ZONA 3",78898449,REMY ARTURO SINAY GUDIEL,CLAUDIA ARGENTINA JIMÉNEZ PRADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA
05-01-0402-46,05-028,ESCUINTLA,ESCUINTLA,PROGRAMA NACIONAL DE EDUCACIÓN ALTERNATIVA PRONEA,"LOCAL 37 Y 37 A. C.C. PLAZA PALMERAS, 1 AVENIDA BARRIO SAN PEDRO EL PITO, ZONA 2",22504723,CLAUDIA YADIRA GUZMAN MONTEPEQUE DE AREVALO,CLAUDIA YADIRA GUZMÁN MONTEPEQUE,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,ESCUINTLA
05-01-0403-46,05-033,ESCUINTLA,ESCUINTLA,LICEO FUENTE DE VIDA,LOTE 156 FLORIDO ACEITUNO,56211051,REMY ARTURO SINAY GUDIEL,DIOGENES BAUDILIO FIGUEROA CRUZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
05-01-0405-46,05-033,ESCUINTLA,ESCUINTLA,"COLEGIO BILINGÜE CON COMPUTACIÓN ""DEL PRADO""",2A AVENIDA 1-99 ZONA 2 COLONIA  DEL FERROCARRILERO,78892172,REMY ARTURO SINAY GUDIEL,ALICIA ODETH DÍAZ TEJADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
05-01-0410-46,05-033,ESCUINTLA,ESCUINTLA,CORPORACIÓN DEL LICEO EDUCATIVO TÉCNICO EVANGÉLICO S.A.,1A AVENIDA 5-80 ZONA 4,78899679,REMY ARTURO SINAY GUDIEL,IRMA MARÍA BARRIOS Y BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA
05-01-0411-46,05-022,ESCUINTLA,ESCUINTLA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,COMUIDAD AGRAGIRA SAN ANDRÉS OSUNA.,54293707,EMILSA NOEMI GARCÍA FUENTES DE ORELLANA,CARMEN DANIELA ILLESCAS GARCÍA,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA
05-01-0417-46,05-028,ESCUINTLA,ESCUINTLA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- DEPARTAMENTAL,"LOCAL 37 Y 37 ""A"" CENTRO COMERCIAL PLAZA PALMERAS 1 AVE BARRIO SAN PEDRO EL PITO, ZONA 2",79625252,CLAUDIA YADIRA GUZMAN MONTEPEQUE DE AREVALO,RICARDO ALBERTO LÓPEZ ÁLVAREZ.,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,ESCUINTLA
05-01-0420-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO TECNOLÓGICO MODERNO.,"MANZANA 34, LOTE 412 ZONA 3, COLONIA EL MANGO",54329507,REMY ARTURO SINAY GUDIEL,MILVIA ELICENA MEZA ALVAREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ESCUINTLA
05-01-0421-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO TÉCNICO CIENCIAS INDUSTRIALES,"2DA.CALLE 3-28, ZONA 1",78898879,REMY ARTURO SINAY GUDIEL,MAYRON USIEL LOAIZA GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ESCUINTLA
05-01-0423-46,05-033,ESCUINTLA,ESCUINTLA,"LICEO PREUNIVERSITARIO ""CIENCIA Y TECNOLOGÍA""",6TA. AVE. 2-52 ZONA 1,79371440,REMY ARTURO SINAY GUDIEL,SILVIA YANIRA MELENDEZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ESCUINTLA
05-01-0425-46,05-033,ESCUINTLA,ESCUINTLA,"INSTITUTO MIXTO PARTICULAR DE EDUCACIÓN BÁSICA Y DIVERSIFICADA ""ALMA LIBERTAD PÉREZ MARTÍNEZ"".","ESCUELA OFICIAL RURAL MIXTA GONZALO ADOLFO SANTIZO, 4TA. AVENIDA 22-04 ZONA 5 COLONIA CAÑAVERAL 1",58342002,REMY ARTURO SINAY GUDIEL,SANDRA YANETH DÁVILA MENDOZA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ESCUINTLA
05-01-0427-46,05-033,ESCUINTLA,ESCUINTLA,"INSTITUTO DE ESTUDIOS AVANZADOS ""EL SABER"" I.D.E.A.S.",8A. CALLE 5-42 ZONA 1,78893628,REMY ARTURO SINAY GUDIEL,VIVIAN JANETH ESTÉVEZ RÉGIL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ESCUINTLA
05-01-0429-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO DE FORMACIÓN Y DESARROLLO CON COMPUTACIÓN RALIAN,2A. CALLE A 3-50 ZONA 3 COLONIA EL RECREO,41016519,REMY ARTURO SINAY GUDIEL,LILIAN ARGENTINA PANIAGUA AJÍN DE CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ESCUINTLA
