DEPARTAMENTO,MUNICIPIO,DISTRITO,ESTABLECIMIENTO,ESTABLECIMIENTO_NORM,DIRECCION,DIRECCION_NORM,TELEFONO,TELEFONO_ESTD,TELEFONOS_LIST,CODIGO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,PORCENTAJE_FALTANTE,CLAVE_BLOQUEO
SACATEPEQUEZ,ANTIGUA GUATEMALA,03-002,COLEGIO SISTEMA EDUCATIVO LATINOAMERICANO SEL,SISTEMA LATINOAMERICANO SEL,CALLE ANCHA DE LOS HERREROS CALLEJON EL COPANTE NO. 133,CALLE ANCHA DE LOS HERREROS CALLEJON EL COPANTE NO 133,52660000,52660000,"52660000,43148686",03-01-1343-46,ZOILA ESTHELA JONFE OROZCO,SAMUEL EDUARDO SANTOS BARREONDO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE|MATUTINA|VESPERTINA,FIN DE SEMANA,SACATEPÉQUEZ,0.0,ANTIGUA GUATEMALA|SISTEMA LATINOAM|CALLE ANCHA 
SACATEPEQUEZ,ANTIGUA GUATEMALA,03-002,COLEGIO SISTEMA EDUCATIVO LATINOAMERICANO SEL,SISTEMA LATINOAMERICANO SEL,CALLE ANCHA DE LOS HERREROS NO. 56 CASA VICTORIA,CALLE ANCHA DE LOS HERREROS NO 56 CASA VICTORIA,43148686,43148686,43148686,03-01-0245-46,ZOILA ESTHELA JONFE OROZCO,SAMUEL EDUARDO SANTOS BARREONDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),SACATEPÉQUEZ,0.0,ANTIGUA GUATEMALA|SISTEMA LATINOAM|CALLE ANCHA 
SACATEPEQUEZ,ANTIGUA GUATEMALA,03-002,LICEO SUPERIOR INTERNACIONAL JUAN PABLO II (LESI),SUPERIOR INTERNACIONAL JUAN PABLO II LESI,CALLE ANCHA DE LOS HERREROS NO. 16,CALLE ANCHA DE LOS HERREROS NO 16,78324149,78324149,78324149,03-01-0139-46,ZOILA ESTHELA JONFE OROZCO,JUAN ALBERTO MONROY GAYTAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA|VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,0.0,ANTIGUA GUATEMALA|SUPERIOR INTERNA|CALLE ANCHA 
SACATEPEQUEZ,ANTIGUA GUATEMALA,03-002,COLEGIO TECNICO CIENTIFICO SAN MIGUEL,TECNICO CIENTIFICO SAN MIGUEL,KM.1.5 CARRETERA CIUDAD VIEJA,KILOMETRO 1 5 CARRETERA CIUDAD VIEJA,78322410-78323310,78322410,78322410,03-01-1077-46,ZOILA ESTHELA JONFE OROZCO,RICARDO ALBERTO ARGUETA VALLE,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,0.0,ANTIGUA GUATEMALA|TECNICO CIENTIFI|KILOMETRO 1 
SACATEPEQUEZ,ANTIGUA GUATEMALA,03-001,INSTITUTO TECNICO DIVERSIFICADO PARA SECRETARIADO Y OFICINISTA CON ORIENTACION JURIDICA Y BACHILLERATO EN TURISMO Y HOTELERIA,TECNICO DIVERSIFICADO PARA SECRETARIADO Y OFICINISTA CON ORIENTACION JURIDICA Y BACHILLERATO EN TURISMO Y HOTELERIA,KM. 2 SALIDA A STA. MARIA DE JESUS FCA. LA PRIMAVERA,KILOMETRO 2 SALIDA A STA MARIA DE JESUS FCA LA PRIMAVERA,78320244,78320244,78320244,03-01-0066-46,JUAN DEMETRIO SICAJOL PEREZ,---,DIVERSIFICADO,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,0.0,ANTIGUA GUATEMALA|TECNICO DIVERSIF|KILOMETRO 2 
SACATEPEQUEZ,ANTIGUA GUATEMALA,03-002,INSTITUTO TECNICO EMPRESARIAL,TECNICO EMPRESARIAL,CALLE CHIPILAPA N-11,CALLE CHIPILAPA N 11,78326854,78326854,78326854,03-01-0835-46,ZOILA ESTHELA JONFE OROZCO,JUAN JOSE CASTILLO REGUAN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA,SACATEPÉQUEZ,0.0,ANTIGUA GUATEMALA|TECNICO EMPRESAR|CALLE CHIPIL
SACATEPEQUEZ,ANTIGUA GUATEMALA,03-002,INSTITUTO TECNICO EMPRESARIAL,TECNICO EMPRESARIAL,CALLE DE CHIPILAPA NO. 11,CALLE DE CHIPILAPA NO 11,78326854,78326854,78326854,03-01-1121-46,ZOILA ESTHELA JONFE OROZCO,LILIA ELIZABETH MORALES VELASQUEZ DE NAJERA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SACATEPÉQUEZ,0.0,ANTIGUA GUATEMALA|TECNICO EMPRESAR|CALLE DE CHI
SACATEPEQUEZ,ANTIGUA GUATEMALA,03-002,INSTITUTO TECNICO VOCACIONAL DE SACATEPEQUEZ,TECNICO VOCACIONAL DE SACATEPEQUEZ,KM. 1.5 CARRETERA A CIUDAD VIEJA CASA  NO. 3,KILOMETRO 1 5 CARRETERA A CIUDAD VIEJA CASA NO 3,79346250,79346250,79346250,03-01-1189-46,ZOILA ESTHELA JONFE OROZCO,ROSA EUGENIA CASTRO GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SACATEPÉQUEZ,0.0,ANTIGUA GUATEMALA|TECNICO VOCACION|KILOMETRO 1 
SACATEPEQUEZ,ANTIGUA GUATEMALA,03-002,INSTITUTO TECNOLOGICO EMPRESARIAL,TECNOLOGICO EMPRESARIAL,CALLE CHIPILAPA NO. 11,CALLE CHIPILAPA NO 11,78326854,78326854,78326854,03-01-0127-46,ZOILA ESTHELA JONFE OROZCO,JUAN JOSÉ CASTILLO REGUAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|MATUTINA|SIN JORNADA|VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,0.0,ANTIGUA GUATEMALA|TECNOLOGICO EMPR|CALLE CHIPIL
SACATEPEQUEZ,ANTIGUA GUATEMALA,03-002,TECNOLÓGICO MODERNO CENTRO EDUCACIONAL,TECNOLOGICO MODERNO EDUCACIONAL,9A. CALLE NO. 13 A,9A CALLE NO 13 A,78328255,78328255,78328255,03-01-0268-46,ZOILA ESTHELA JONFE OROZCO,ENIO PAUL ALVAREZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),SACATEPÉQUEZ,0.0,ANTIGUA GUATEMALA|TECNOLOGICO MODE|9A CALLE NO 
SACATEPEQUEZ,ANTIGUA GUATEMALA,03-002,TECNOLOGICO MODERNO CENTRO EDUCACIONAL,TECNOLOGICO MODERNO EDUCACIONAL,"9A. CALLE ORIENTE NO. 13 ""A""","9A CALLE ORIENTE NO 13 ""A""",78328255,78328255,78328255,03-01-0287-46,ZOILA ESTHELA JONFE OROZCO,ENIO PAUL ALVAREZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA|VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,0.0,ANTIGUA GUATEMALA|TECNOLOGICO MODE|9A CALLE ORI
SACATEPEQUEZ,ANTIGUA GUATEMALA,03-009,LICEO TERESA DE AVILA,TERESA DE AVILA,CALLE DE LAS ANIMAS N.5,CALLE DE LAS ANIMAS N 5,50715990,50715990,50715990,03-01-1297-46,AURA MARINA LORENZO SAGCHE,DORA LEE LEON,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SACATEPÉQUEZ,0.0,ANTIGUA GUATEMALA|TERESA DE AVILA|CALLE DE LAS
SACATEPEQUEZ,ANTIGUA GUATEMALA,03-002,COLEGIO TRIDENTINO,TRIDENTINO,COLONIA SAN FRANCISCO NO.7,COLONIA SAN FRANCISCO NO 7,78322944,78322944,78322944,03-01-0147-46,ZOILA ESTHELA JONFE OROZCO,LESLIE JANETH DE LEÓN JUÁREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA|VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,0.0,ANTIGUA GUATEMALA|TRIDENTINO|COLONIA SAN 
JUTIAPA,ASUNCION MITA,22-017,"""LICEO TIUCAL""","""LICEO TIUCAL""",ALDEA TIUCAL,ALDEA TIUCAL,58248115,58248115,58248115,22-05-0063-46,SANDRA PATRICIA LOPEZ DE CAMBARA,DANY OBED LINARES ZEPEDA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA,0.0,"ASUNCION MITA|""LICEO TIUCAL""|ALDEA TIUCAL"
JUTIAPA,ASUNCION MITA,22-017,ESCUELA DE CIENCIAS COMERCIALES POR COOPERATIVA,DE CIENCIAS COMERCIALES,ALDEA TIUCAL,ALDEA TIUCAL,78744300,78744300,78744300,22-05-1437-46,SANDRA PATRICIA LOPEZ DE CAMBARA,MIRIAM LETICIA BOJÓRQUEZ LEMUS,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA,0.0,ASUNCION MITA|DE CIENCIAS COME|ALDEA TIUCAL
JUTIAPA,ASUNCION MITA,22-016,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,DE EDUCACION DIVERSIFICADA,BARRIO CENTRAL,BARRIO CENTRAL,56947315,56947315,56947315,22-05-0024-46,LESVIA YADIRA OLIVA TEO DE ALDANA,ZOILA ELENA MARTÍNEZ TRUJILLO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA|VESPERTINA,DIARIO(REGULAR),JUTIAPA,0.0,ASUNCION MITA|DE EDUCACION DIV|BARRIO CENTR
JUTIAPA,ASUNCION MITA,22-009,CENTRO EDUCATIVO DE INFORMATICA (POR MADUREZ),DE INFORMATICA MADUREZ,BARRIO LA DEMOCRACIA,BARRIO LA DEMOCRACIA,58538798,58538798,58538798,22-05-2214-46,GAUDY YADIRA ISABEL IXCHOP AMBROCIO,ASTRID ROCÍO SALAZAR GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA,0.0,ASUNCION MITA|DE INFORMATICA M|BARRIO LA DE
JUTIAPA,ASUNCION MITA,22-009,CENTRO EDUCATIVO DE INFORMÁTICA,DE INFORMATICA,BARRIO LA DEMOCRACIA,BARRIO LA DEMOCRACIA,58538798,58538798,58538798,22-05-0071-46,GAUDY YADIRA ISABEL IXCHOP AMBROCIO,ASTRID ROCÍO SALAZAR GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JUTIAPA,0.0,ASUNCION MITA|DE INFORMATICA|BARRIO LA DE
JUTIAPA,ASUNCION MITA,22-002,COLEGIO INTEGRAL SAGRADA FAMILIA,INTEGRAL SAGRADA FAMILIA,"2 CALLE Y 6A. AV. ZON 2, BARRIO CENTRAL",2 CALLE Y 6A AVENIDA ZON 2 BARRIO CENTRAL,78460481,78460481,78460481,22-05-0044-46,CARLOS HUMBERTO CRUZ ALAY,MARÍA MERCEDES GARCÍA VEGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA,0.0,ASUNCION MITA|INTEGRAL SAGRADA|2 CALLE Y 6A
JUTIAPA,ASUNCION MITA,22-017,COLEGIO INTEGRAL SAGRADA FAMILIA,INTEGRAL SAGRADA FAMILIA,BARRIO EL CALVARIO,BARRIO EL CALVARIO,78460481,78460481,78460481,22-05-0061-46,SANDRA PATRICIA LOPEZ DE CAMBARA,LAURA YUBIXA MONROY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA,0.0,ASUNCION MITA|INTEGRAL SAGRADA|BARRIO EL CA
JUTIAPA,ASUNCION MITA,22-014,LICEO MITECO,MITECO,BARRIO LA LIBERTAD,BARRIO LA LIBERTAD,,SIN_TELEFONO,,22-05-2265-46,MARCO TULIO CASTILLO MELGAR,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA,11.76470588235294,ASUNCION MITA|MITECO|BARRIO LA LI
JUTIAPA,ASUNCION MITA,22-009,"INSTITUTO PARTICULAR MIXTO ""MARÍA CHINCHILLA""","PARTICULAR ""MARIA CHINCHILLA""",BARRIO LA FEDERAL,BARRIO LA FEDERAL,78457668,78457668,78457668,22-05-0056-46,GAUDY YADIRA ISABEL IXCHOP AMBROCIO,SILVIA ERNESTINA MARTINEZ NAVAS DE TOBAR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE|SIN JORNADA|VESPERTINA,FIN DE SEMANA,JUTIAPA,0.0,"ASUNCION MITA|PARTICULAR ""MARI|BARRIO LA FE"
JUTIAPA,ASUNCION MITA,,COLEGIO PARTICULAR MIXTO 'EL CARMEN',PARTICULAR 'EL CARMEN',BARRIO CENTRAL,BARRIO CENTRAL,78457023,78457023,78457023,22-05-2080-46,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE|VESPERTINA,DIARIO(REGULAR),JUTIAPA,17.647058823529413,ASUNCION MITA|PARTICULAR 'EL C|BARRIO CENTR
JUTIAPA,ASUNCION MITA,22-014,COLEGIO PARTICULAR MIXTO EL CARMEN(POR MADUREZ),PARTICULAR EL CARMEN MADUREZ,BARRIO CENTRAL,BARRIO CENTRAL,,SIN_TELEFONO,,22-05-2164-46,MARCO TULIO CASTILLO MELGAR,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,JUTIAPA,11.76470588235294,ASUNCION MITA|PARTICULAR EL CA|BARRIO CENTR
JUTIAPA,ASUNCION MITA,22-016,COLEGIO PARTICULAR MIXTO INTEGRAL JOSHUA,PARTICULAR INTEGRAL JOSHUA,"CASA NO. 27, BARRIO LA FEDERAL",CASA NO 27 BARRIO LA FEDERAL,,SIN_TELEFONO,,22-05-0053-46,LESVIA YADIRA OLIVA TEO DE ALDANA,GAUDY YADIRA IXCHOP AMBROCIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA,5.88235294117647,ASUNCION MITA|PARTICULAR INTEG|CASA NO 27 B
JUTIAPA,ASUNCION MITA,22-017,INSTITUTO PARTICULAR MIXTO  MARIA CHINCHILLA,PARTICULAR MARIA CHINCHILLA,BARRIO LA FEDERAL,BARRIO LA FEDERAL,78457668,78457668,78457668,22-05-1596-46,SANDRA PATRICIA LOPEZ DE CAMBARA,SILVIA ERNESTINA MARTÍNEZ NAVAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA,0.0,ASUNCION MITA|PARTICULAR MARIA|BARRIO LA FE
JUTIAPA,ASUNCION MITA,22-009,INSTITUTO PARTICULAR MIXTO NUESTRA SEÑORA DE LA ASUNCION,PARTICULAR NUESTRA SENORA DE LA ASUNCION,BARRIO LA PAZ,BARRIO LA PAZ,78459147,78459147,78459147,22-05-1610-46,GAUDY YADIRA ISABEL IXCHOP AMBROCIO,JULIA ALICIA GARCÍA RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|MATUTINA|VESPERTINA,DIARIO(REGULAR),JUTIAPA,0.0,ASUNCION MITA|PARTICULAR NUEST|BARRIO LA PA
JUTIAPA,ASUNCION MITA,22-009,ESCUELA TECNICA VOCACIONAL,TECNICA VOCACIONAL,KM. 147.5 CARRETERA INTERAMERICANA,KILOMETRO 147 5 CARRETERA INTERAMERICANA,78459883,78459883,78459883,22-05-0062-46,GAUDY YADIRA ISABEL IXCHOP AMBROCIO,HELEN ROXANA PALMA CENTES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),JUTIAPA,0.0,ASUNCION MITA|TECNICA VOCACION|KILOMETRO 14
JUTIAPA,ASUNCION MITA,22-017,INSTITUTO TECNICO INDUSTRIAL  HENRY FORD,TECNICO INDUSTRIAL HENRY FORD,BARRIO CENTRAL,BARRIO CENTRAL,78460721,78460721,78460721,22-05-2078-46,SANDRA PATRICIA LOPEZ DE CAMBARA,SILVIA EUNICE PÉREZ GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JUTIAPA,0.0,ASUNCION MITA|TECNICO INDUSTRI|BARRIO CENTR
JUTIAPA,ASUNCION MITA,22-017,INSTITUTO TÉCNICO INDUSTRIAL HENRY FORD,TECNICO INDUSTRIAL HENRY FORD,BARRIO LA PAZ,BARRIO LA PAZ,50187691,50187691,"50187691,78460721",22-05-0077-46,SANDRA PATRICIA LOPEZ DE CAMBARA,NESTOR GONZALO RODRÍGUEZ COLINDRES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JUTIAPA,0.0,ASUNCION MITA|TECNICO INDUSTRI|BARRIO LA PA
JUTIAPA,ASUNCION MITA,22-009,ESCUELA TÉNICA VOCACIONAL,TENICA VOCACIONAL,KM. 147 147.50 CARRETERA INTERAMERICANA,KILOMETRO 147 147 50 CARRETERA INTERAMERICANA,78459883,78459883,78459883,22-05-0065-46,GAUDY YADIRA ISABEL IXCHOP AMBROCIO,HELEN ROXANA PALMA CENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA,0.0,ASUNCION MITA|TENICA VOCACIONA|KILOMETRO 14
JUTIAPA,ATESCATEMPA,22-020,"COLEGIO PRIVADO ""SAN FRANCISCO DE ASÍS""","""SAN FRANCISCO DE ASIS""",ZONA 0 BARRIO CENTRO,ZONA 0 BARRIO CENTRO,30394472,30394472,30394472,22-07-0023-46,MARCELINA MARTINEZ GUEVARA DE HERNANDEZ,ANA RUTH VALLE SALAZAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|DOBLE|VESPERTINA|SIN JORNADA,FIN DE SEMANA,JUTIAPA,0.0,"ATESCATEMPA|""SAN FRANCISCO D|ZONA 0 BARRI"
JUTIAPA,ATESCATEMPA,22-020,LICEO ATESCATEMPA,ATESCATEMPA,"2A. AVENIDA 3-19, ZONA 1",2A AVENIDA 3 19 ZONA 1,,SIN_TELEFONO,,22-07-2198-46,MARCELINA MARTINEZ GUEVARA DE HERNANDEZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA,11.76470588235294,ATESCATEMPA|ATESCATEMPA|2A AVENIDA 3
JUTIAPA,ATESCATEMPA,22-020,ESCUELA DE CIENCIAS EMPRESARIALES  ECCE,DE CIENCIAS EMPRESARIALES ECCE,BARRIO EL CENTRO,BARRIO EL CENTRO,50421492,50421492,"50421492,53592568",22-07-1838-46,MARCELINA MARTINEZ GUEVARA DE HERNANDEZ,MARCOS VINICIO GARCÍA HERRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|VESPERTINA,FIN DE SEMANA,JUTIAPA,0.0,ATESCATEMPA|DE CIENCIAS EMPR|BARRIO EL CE
JUTIAPA,ATESCATEMPA,22-020,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,DE EDUCACION DIVERSIFICADA,BARRIO LA FEDERAL,BARRIO LA FEDERAL,55731706,55731706,55731706,22-07-0008-46,MARCELINA MARTINEZ GUEVARA DE HERNANDEZ,EMNER OVED QUIÑONEZ BERNAL,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA,0.0,ATESCATEMPA|DE EDUCACION DIV|BARRIO LA FE
JUTIAPA,ATESCATEMPA,22-020,COLEGIO EVANGÉLICO PARTICULAR MIXTO CENTROAMÉRICANO,EVANGELICO PARTICULAR CENTROAMERICANO,BARRIO LA CEIBA,BARRIO LA CEIBA,59136475,59136475,59136475,22-07-0027-46,MARCELINA MARTINEZ GUEVARA DE HERNANDEZ,MARY`ANN ISABEL DÍAZ CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA,0.0,ATESCATEMPA|EVANGELICO PARTI|BARRIO LA CE
JUTIAPA,ATESCATEMPA,22-020,COLEGIO PRIVADO INNOVADOR TECNOLÓGICO GUATEMALTECO,INNOVADOR TECNOLOGICO GUATEMALTECO,"ZONA 0, BARRIO EL CENTRO",ZONA 0 BARRIO EL CENTRO,30394472,30394472,30394472,22-07-0033-46,MARCELINA MARTINEZ GUEVARA DE HERNANDEZ,ANA RUTH VALLE SALAZAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,VIRTUAL A DISTANCIA,JUTIAPA,0.0,ATESCATEMPA|INNOVADOR TECNOL|ZONA 0 BARRI
JUTIAPA,ATESCATEMPA,22-020,INSTITUTO MUNICIPAL DE DIVERSIFICADO,MUNICIPAL DE DIVERSIFICADO,ALDEA CONTEPEQUE,ALDEA CONTEPEQUE,58850849,58850849,58850849,22-07-2442-46,MARCELINA MARTINEZ GUEVARA DE HERNANDEZ,ERNESTO  GÓMEZ BARRERA,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA,0.0,ATESCATEMPA|MUNICIPAL DE DIV|ALDEA CONTEP
JUTIAPA,ATESCATEMPA,22-020,INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA,MUNICIPAL DE EDUCACION DIVERSIFICADA,BARRIO LINDO,BARRIO LINDO,41515156,41515156,41515156,22-07-0028-46,MARCELINA MARTINEZ GUEVARA DE HERNANDEZ,ILIANA JUDIT PADILLA PEREZ,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA,0.0,ATESCATEMPA|MUNICIPAL DE EDU|BARRIO LINDO
JUTIAPA,ATESCATEMPA,22-020,"COLEGIO PARTICULAR MIXTO ""SAN CRISTÓBAL""","PARTICULAR ""SAN CRISTOBAL""","ALDEA SAN CRISTÓBAL, FRONTERA",ALDEA SAN CRISTOBAL FRONTERA,45736655,45736655,45736655,22-07-0035-46,MARCELINA MARTINEZ GUEVARA DE HERNANDEZ,HAIVIN  ESTRADA DE ELVIRA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),JUTIAPA,0.0,"ATESCATEMPA|PARTICULAR ""SAN |ALDEA SAN CR"
JUTIAPA,ATESCATEMPA,22-017,INSTITUTO PARTICULAR MIXTO DE CIENCIAS COMERCIALES,PARTICULAR DE CIENCIAS COMERCIALES,,,,SIN_TELEFONO,,22-07-0330-46,SANDRA PATRICIA LOPEZ DE CAMBARA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA,17.647058823529413,ATESCATEMPA|PARTICULAR DE CI|
JUTIAPA,ATESCATEMPA,22-020,COLEGIO PARTICULAR MIXTO DE DIVERSIFICADO LICEO SAN CRISTOBAL,PARTICULAR DE DIVERSIFICADO SAN CRISTOBAL,ALDEA SAN CRISTOBAL FRONTERA,ALDEA SAN CRISTOBAL FRONTERA,78845586,78845586,78845586,22-07-2070-46,MARCELINA MARTINEZ GUEVARA DE HERNANDEZ,MARLON ESTUARDO PINTO PIMENTEL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA,0.0,ATESCATEMPA|PARTICULAR DE DI|ALDEA SAN CR
JUTIAPA,ATESCATEMPA,22-020,"COLEGIO PARTICULAR MIXTO DE DIVERSIFICADO ""LICEO SAN CRISTOBAL""","PARTICULAR DE DIVERSIFICADO ""LICEO SAN CRISTOBAL""",SAN CRISTOBAL FRONTERA,SAN CRISTOBAL FRONTERA,78845586,78845586,78845586,22-07-0002-46,MARCELINA MARTINEZ GUEVARA DE HERNANDEZ,ELMER ROMEO RAMÍREZ VALLADARES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA,0.0,ATESCATEMPA|PARTICULAR DE DI|SAN CRISTOBA
JUTIAPA,ATESCATEMPA,22-020,COLEGIO PARTICULAR MIXTO  SAN CRISTOBAL,PARTICULAR SAN CRISTOBAL,ALDEA SAN CRISTOBAL FRONTERA,ALDEA SAN CRISTOBAL FRONTERA,78845584,78845584,78845584,22-07-2324-46,MARCELINA MARTINEZ GUEVARA DE HERNANDEZ,HAIVIN  ESTRADA DE ELVIRA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE|MATUTINA,FIN DE SEMANA,JUTIAPA,0.0,ATESCATEMPA|PARTICULAR SAN C|ALDEA SAN CR
JUTIAPA,ATESCATEMPA,22-020,COLEGIO PRINVADO INNOVADOR TECNOLÓGICO GUATEMALTECO,PRINVADO INNOVADOR TECNOLOGICO GUATEMALTECO,BARRIO EL CENTRO,BARRIO EL CENTRO,30394422,30394422,30394422,22-07-0036-46,MARCELINA MARTINEZ GUEVARA DE HERNANDEZ,ANA RUTH VALLE SALAZAR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,VIRTUAL A DISTANCIA,JUTIAPA,0.0,ATESCATEMPA|PRINVADO INNOVAD|BARRIO EL CE
SAN MARCOS,AYUTLA,12-080,"INSTITUTO PRIVADO MIXTO ""SAN LORENZO""","""SAN LORENZO""",ALDEA SANJÓN SAN LORENZO,ALDEA SANJON SAN LORENZO,77707527,77707527,77707527,12-17-0047-46,RAMIRO ARMANDO OCHOA MALDONADO,EDGAR OCTAVIO GIRÓN RODAS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SAN MARCOS,0.0,"AYUTLA|""SAN LORENZO""|ALDEA SANJON"
